gene_symbol|functions|functions_reference|processes|processes_reference|components|components_reference
E4F1|Transcription factor activity (GO:0003700)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|-
RARG|Transcription regulator activity (GO:0030528)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|12399530
FIGF|Growth factor activity (GO:0008083)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Extracellular (GO:0005576)|9435229;9479493
GRIN1|Ion channel activity (GO:0005216)|7679115|Transport (GO:0006810)|7679115|Plasma membrane (GO:0005886);Endoplasmic reticulum (GO:0005783)|14732708
DSEL|Sulfotransferase activity (GO:0008146)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|-|-
FIGN|ATPase activity (GO:0016887)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|-|-
MYLIP|Ubiquitin-specific protease activity (GO:0004843)|-|Protein metabolism (GO:0019538)|-|Cytoplasm (GO:0005737);Cytoskeleton (GO:0005856)|12826659;14550572;10593918;11162443
RARS|Ligase activity (GO:0016874)|-|Protein metabolism (GO:0019538)|-|Cytoplasm (GO:0005737)|10358004;7590355
LRRCC1|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
GRINA|Receptor activity (GO:0004872)|-|Signal transduction (GO:0007165)|-|Integral to membrane (GO:0016021)|1719427
GPSM1|GTPase activator activity (GO:0005096)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Cytoplasm (GO:0005737)|11278352
GPSM2|Regulator of G-protein signaling activity (GO:0016299)|-|G-protein coupled receptor protein signaling pathway (GO:0007186);Cell growth and/or maintenance (GO:0008151)|-|Cytoplasm (GO:0005737);Nucleus (GO:0005634)|11781568;12925752;11832491
GPSM3|GTPase activator activity (GO:0005096)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|-|-
DSG1|Cell adhesion molecule activity (GO:0005194)|-|Cell growth and/or maintenance (GO:0008151)|-|Plasma membrane (GO:0005886);Extracellular (GO:0005576)|1754823;16188874
DSG2|Cell adhesion molecule activity (GO:0005194)|-|Cell growth and/or maintenance (GO:0008151)|-|Plasma membrane (GO:0005886)|9579833
DSG3|Cell adhesion molecule activity (GO:0005194)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Plasma membrane (GO:0005886)|8320263;11710914
DSG4|Cell adhesion molecule activity (GO:0005194)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Plasma membrane (GO:0005886)|-
MYLK2|Protein serine/threonine kinase activity (GO:0004674)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|-|-
AHCY|Hydrolase activity (GO:0016787)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Cytoplasm (GO:0005737)|12063172
EIF3S1|Translation regulator activity (GO:0045182)|-|Protein metabolism (GO:0019538)|-|Cytoplasm (GO:0005737)|11560931
EIF3S2|Translation regulator activity (GO:0045182)|-|Protein metabolism (GO:0019538)|-|Ribosome (GO:0005840)|8995409
EIF3S3|Translation regulator activity (GO:0045182)|-|Protein metabolism (GO:0019538)|-|Ribosome (GO:0005840);Cytoplasm (GO:0005737)|14519125
EIF3S4|Translation regulator activity (GO:0045182)|-|Protein metabolism (GO:0019538)|-|Cytoplasm (GO:0005737)|-
EIF3S6|Translation regulator activity (GO:0045182)|-|Protein metabolism (GO:0019538)|-|Nucleus (GO:0005634);Cytoplasm (GO:0005737)|17324924
EIF3S7|Translation regulator activity (GO:0045182)|-|Protein metabolism (GO:0019538)|-|Cytoplasm (GO:0005737)|-
EIF3S8|Translation regulator activity (GO:0045182)|-|Protein metabolism (GO:0019538)|-|Cytoplasm (GO:0005737);Ribosome (GO:0005840)|-
EIF3S5|Translation regulator activity (GO:0045182)|-|Protein metabolism (GO:0019538)|-|Cytoplasm (GO:0005737);Nucleus (GO:0005634)|12446680
EIF3S9|Translation regulator activity (GO:0045182)|14688252|Protein metabolism (GO:0019538)|14688252|Ribosome (GO:0005840)|8995409
RB1CC1|Transcription factor activity (GO:0003700)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|12068296
GPSN2|Catalytic activity (GO:0003824)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Endoplasmic reticulum (GO:0005783)|12482854
GRIP1|Neurotransmitter receptor activity (GO:0030594)|11983858|Synaptic transmission (GO:0007268)|11983858|Cytoplasm (GO:0005737);Integral to membrane (GO:0016021)|10197531
GRIP2|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
SLC19A3|Carrier activity (GO:0005386)|-|Transport (GO:0006810)|-|Plasma membrane (GO:0005886)|-
SLC19A2|Transporter activity (GO:0005215)|-|Transport (GO:0006810)|-|Plasma membrane (GO:0005886)|10391223
SLC19A1|Auxiliary transport protein activity (GO:0015457)|-|Transport (GO:0006810)|-|Plasma membrane (GO:0005886)|12227830;12087110
SESN1|Protein binding (GO:0005515);Molecular function unknown (GO:0005554)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Nucleus (GO:0005634)|9926927
SESN2|Oxidoreductase activity (GO:0016491)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Nucleus (GO:0005634)|-
SESN3|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|Nucleus (GO:0005634)|-
SGIP1|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
PPP1R9A|Cytoskeletal protein binding (GO:0008092)|-|Cell growth and/or maintenance (GO:0008151)|-|Cytoskeleton (GO:0005856)|9362513;12052877
PPP1R9B|Phosphatase regulator activity (GO:0019208)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Plasma membrane (GO:0005886);Cytoplasm (GO:0005737);Nucleus (GO:0005634)|9275233;12417592;11278317
NUS1|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
GABARAPL2|Transporter activity (GO:0005215)|-|Transport (GO:0006810)|-|Golgi apparatus (GO:0005794)|10747018
GABARAPL1|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
HEXDC|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
TPRX1|Transcription factor activity (GO:0003700)|17005330|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219);Reproduction (GO:0000003);Regulation of development (GO:0050793)|17005330|Nucleus (GO:0005634)|-
THG1L|Molecular function unknown (GO:0005554)|-|Cell growth and/or maintenance (GO:0008151)|-|Cytoplasm (GO:0005737);Centrosome (GO:0005813);Nucleus (GO:0005634)|15459185
TAOK1|Protein serine/threonine kinase activity (GO:0004674)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|-|-
TAOK2|Protein serine/threonine kinase activity (GO:0004674)|12665513;11279118|Cell communication (GO:0007154);Signal transduction (GO:0007165)|12665513;11279118|Cytoplasmic vesicle (GO:0016023);Microtubule (GO:0005874)|10660600;12639963
TAOK3|Protein serine/threonine kinase activity (GO:0004674)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|-|-
ITPA|Hydrolase activity (GO:0016787)|11278832;487601|Metabolism (GO:0008152);Energy pathways (GO:0006091)|11278832;487601|Cytoplasm (GO:0005737)|487601
VASH1|Molecular function unknown (GO:0005554)|-|Cell growth and/or maintenance (GO:0008151)|-|-|-
AHI1|Receptor signaling complex scaffold activity (GO:0030159)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Cytoplasm (GO:0005737)|15322546
CD300LB|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
CD300LF|Antigen binding (GO:0003823)|-|Immune response (GO:0006955)|-|Plasma membrane (GO:0005886)|15549731;15184070
CD300LG|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|Integral to membrane (GO:0016021)|-
LOH3CR2A|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
GAPDH|Catalytic activity (GO:0003824)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Cytoplasm (GO:0005737);Nucleus (GO:0005634);Nucleolus (GO:0005730);Extracellular (GO:0005576)|12829261;12842090;17027006;15635413;16188874
CXXC1|Transcription regulator activity (GO:0030528)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|10688657
CXXC4|Molecular function unknown (GO:0005554)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Cytoplasm (GO:0005737)|11113207
CXXC5|DNA binding (GO:0003677)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|-
CXXC6|DNA binding (GO:0003677)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|12124344
STAMBPL1|Receptor signaling complex scaffold activity (GO:0030159)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Nucleus (GO:0005634);Cytoplasm (GO:0005737)|12810066
CAMSAP1L1|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
TMSB4Y|Cytoskeletal protein binding (GO:0008092)|-|Cell growth and/or maintenance (GO:0008151)|-|-|-
TMSB4X|Cytoskeletal protein binding (GO:0008092)|-|Cell growth and/or maintenance (GO:0008151)|-|Cytoplasm (GO:0005737)|6838210
COL14A1|Extracellular matrix structural constituent (GO:0005201)|-|Cell growth and/or maintenance (GO:0008151)|-|Extracellular (GO:0005576)|1716629
WDR45L|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
SULT4A1|Sulfotransferase activity (GO:0008146)|12039030;14623933|Metabolism (GO:0008152);Energy pathways (GO:0006091)|12039030;14623933|Cytoplasm (GO:0005737)|12039030;10698717
DSN1|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|Kinetochore (GO:0000776);Nucleus (GO:0005634)|15824131;15502821
NIPA1|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
NIPA2|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|Integral to membrane (GO:0016021)|-
RREB1|Transcription factor activity (GO:0003700)|9305772|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|9305772|Nucleus (GO:0005634);Cytoplasm (GO:0005737)|9305772;15302935;12482979
KCNA1|Voltage-gated ion channel activity (GO:0005244)|-|Transport (GO:0006810)|-|Plasma membrane (GO:0005886)|11097830
KCNA2|Voltage-gated ion channel activity (GO:0005244)|-|Transport (GO:0006810)|-|Plasma membrane (GO:0005886);Endoplasmic reticulum (GO:0005783)|9635436;12151401;10896669
KCNA3|Voltage-gated ion channel activity (GO:0005244)|-|Transport (GO:0006810)|-|Plasma membrane (GO:0005886)|12604782;14745040;12632187
KCNA4|Voltage-gated ion channel activity (GO:0005244)|-|Transport (GO:0006810)|-|Plasma membrane (GO:0005886)|2001794
KCNA5|Voltage-gated ion channel activity (GO:0005244)|-|Transport (GO:0006810)|-|Plasma membrane (GO:0005886)|1986382;11149959;10812072
KCNA6|Voltage-gated ion channel activity (GO:0005244)|-|Transport (GO:0006810)|-|Plasma membrane (GO:0005886)|2347305
KCNA7|Voltage-gated ion channel activity (GO:0005244)|-|Transport (GO:0006810)|-|Plasma membrane (GO:0005886)|11368907
PRAF2|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
TCF12|Transcription factor activity (GO:0003700)|1312219|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|1312219|Nucleus (GO:0005634)|1312219
TCF15|Transcription factor activity (GO:0003700)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|8041747
TCF19|Transcription factor activity (GO:0003700)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|-
KCNB1|Voltage-gated ion channel activity (GO:0005244)|-|Transport (GO:0006810)|-|Plasma membrane (GO:0005886)|12060745;12615930
KCNB2|Voltage-gated ion channel activity (GO:0005244)|-|Transport (GO:0006810)|-|Plasma membrane (GO:0005886)|9612272
KIF18A|Motor activity (GO:0003774)|-|Cell growth and/or maintenance (GO:0008151)|-|Cytoskeleton (GO:0005856)|-
TCF20|Transcription factor activity (GO:0003700)|10995766|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|10995766|Nucleus (GO:0005634)|10995766
TCF21|Transcription factor activity (GO:0003700)|12493738;9545521;9545526|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|12493738;9545521;9545526|Nucleus (GO:0005634)|12493738;9545526
NIPBL|DNA repair protein (GO:0003685)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634);Nucleolus (GO:0005730)|15635413
TCF23|Transcription regulator activity (GO:0030528)|10652346|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|10652346|Nucleus (GO:0005634)|10652346
TCF25|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
KCNC1|Voltage-gated ion channel activity (GO:0005244)|-|Transport (GO:0006810)|-|Integral to membrane (GO:0016021)|-
KCNC2|Voltage-gated ion channel activity (GO:0005244)|8111118|Transport (GO:0006810)|-|Plasma membrane (GO:0005886)|-
KCNC3|Voltage-gated ion channel activity (GO:0005244)|-|Transport (GO:0006810)|-|Plasma membrane (GO:0005886)|-
KCNC4|Voltage-gated ion channel activity (GO:0005244)|1920536|Ion transport (GO:0006811);Transport (GO:0006810)|1920536|Plasma membrane (GO:0005886)|1920536
ZNF3|DNA binding (GO:0003677)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|-
ZNF2|Transcription regulator activity (GO:0030528)|8183940|Transcription (GO:0006350)|8183940|Nucleus (GO:0005634)|-
ZNF7|DNA binding (GO:0003677)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|-
ZNF8|Transcription regulator activity (GO:0030528)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|12370310
PRICKLE1|Ligand-dependent nuclear receptor activity (GO:0004879)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Nucleus (GO:0005634);Cytoplasm (GO:0005737)|14645515
LRRC8E|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
LRRC8D|Molecular function unknown (GO:0005554)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Plasma membrane (GO:0005886)|15094057
LRRC8C|Cytoskeletal anchoring activity (GO:0016343)|-|Cell growth and/or maintenance (GO:0008151)|-|Endoplasmic reticulum (GO:0005783)|15184384
LRRC8B|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|Integral to membrane (GO:0016021)|15094057
LRRC8A|Molecular function unknown (GO:0005554)|-|Immune response (GO:0006955);Biological_process unknown (GO:0000004)|15094057|Integral to membrane (GO:0016021)|15094057
PRICKLE2|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
DSPP|Extracellular matrix structural constituent (GO:0005201)|-|Cell growth and/or maintenance (GO:0008151)|-|Extracellular (GO:0005576)|8995371
HSFX1|Transcription factor activity (GO:0003700)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|-
AHCTF1|Transcription factor activity (GO:0003700)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|-
WDR42B|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
WDR42A|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
HNF4A|Transcription regulator activity (GO:0030528);Ligand-dependent nuclear receptor activity (GO:0004879)|8622695|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219);Cell communication (GO:0007154);Signal transduction (GO:0007165)|8622695;7651430|Nucleus (GO:0005634)|7651430
KCND1|Voltage-gated ion channel activity (GO:0005244)|-|Transport (GO:0006810)|-|Plasma membrane (GO:0005886)|10729221
KCND2|Voltage-gated ion channel activity (GO:0005244)|-|Transport (GO:0006810)|-|Plasma membrane (GO:0005886)|10551270
FIS1|Molecular function unknown (GO:0005554)|-|Apoptosis (GO:0006915)|-|Mitochondrion (GO:0005739)|12783892;12861026
PKNOX1|DNA binding (GO:0003677)|9482739|Transcription (GO:0006350)|-|Nucleus (GO:0005634);Cytoplasm (GO:0005737)|9366523;9482740;10215622
HNF4G|Transcription factor activity (GO:0003700)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|-
KCND3|Voltage-gated ion channel activity (GO:0005244)|10200233;15578212;9843794|Ion transport (GO:0006811);Transport (GO:0006810)|8734615|Plasma membrane (GO:0005886)|12928444
PKNOX2|Transcription factor activity (GO:0003700)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Cytoplasm (GO:0005737);Nucleus (GO:0005634)|11972344;15339927
TRIB1|Protein threonine/tyrosine kinase activity (GO:0004712)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Cytoplasm (GO:0005737)|9342215
TRIB2|Protein serine/threonine kinase activity (GO:0004674)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|-|-
TMSB10|Cytoskeletal protein binding (GO:0008092)|-|Cell growth and/or maintenance (GO:0008151)|-|Nucleus (GO:0005634);Cytoplasm (GO:0005737)|1582498
TRIB3|Protein serine/threonine kinase activity (GO:0004674)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Nucleus (GO:0005634)|12736262
HSFY1|Transcription factor activity (GO:0003700)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634);Cytoplasm (GO:0005737)|15044259
HSFY2|Transcription factor activity (GO:0003700)|15044259;14985478|Regulation of gene expression, epigenetic (GO:0040029)|15044259|Nucleus (GO:0005634);Cytoplasm (GO:0005737)|15044259
